
国产剧场,#genre#
梁祝艷譚4,https://vip15.play-cdn15.com/20231013/25045_250ef2a2/2000k/hls/index.m3u8
淫賤四大才子1,https://vip15.play-cdn15.com/20230908/24530_0a3ebba7/2000k/hls/index.m3u8
金瓶梅2024年,https://cdn.wlcdn99.com:777/20220526/WqXjXibO/2000kb/hls/index.m3u8
滿清十大酷刑之楊乃武與小白菜1987年,https://vv.jisuzyv.com/play/vbm8X9Oa/index.m3u8
天師斗妖姬2000年共40集
香港淪陷1994年,https://v8.qrssv.com/202310/16/PrNSHwa0561/video/2000k_1080/hls/index.m3u8
軍妓慰安婦1974年,https://cdn.wlcdn99.com:777/20220526/5evlk0cG/index.m3u8
換妻換上癮2003年,https://play.hhuus.com/play/mepBz5Nb/index.m3u8
四大名妓之李香君2005年,https://play.hhuus.com/play/mepnL1Xb/index.m3u8
金瓶梅2 2009年,https://vip1.lz-cdn1.com/20220516/5774_3b77c66d/1200k/hls/mixed.m3u8
色戒2002年,https://cdn.wlcdn99.com:777/0pVYZOmj/index.m3u8
同班同學2015年1,https://cdn.wlcdn99.com:777/20220502/YuV7vNaG/index.m3u8
豪情夜生活之四級攪攪震1997年,https://v8.fentvoss.com/sdv8/202310/10/UG3qci9LET1/video/1000k_720/hls/index.m3u8
甩皮鬼1992年,https://v8.tlkqc.com/wjv8/202310/05/14LaSD9wFp1/video/1000k_720/hls/index.m3u8
一路向西（完整版）2013年,https://1080p.huyall.com/play/QbYvXMKd/index.m3u8
換妻檔案1993年,https://vip.ffzy-play8.com/20240229/2202_fd26835f/2000k/hls/mixed.m3u8
淫魔暴行1994年,https://yzzy.play-cdn14.com/20230807/31098_edf27fc4/2000k/hls/index.m3u8
齊天大性II大破盤絲洞2005年,https://vv.jisuzyv.com/play/ZdPGj54b/index.m3u8
蜜桃成熟時33D2011年,https://yzzy.play-cdn7.com/20220624/332_5e1a746e/1000k/hls/index.m3u8
玉蒲團之官人我要1998年,https://yzzy.play-cdn7.com/20220629/1302_eea2eb37/1000k/hls/index.m3u8
玉蒲團之偷情寶鑑1991年,https://play.hhuus.com/play/Yerpl0pb/index.m3u8
三奸2012年,https://play.hhuus.com/play/QeZgwWQa/index.m3u8
滅門慘案2：借種1994年,https://v8.qrssv.com/202310/10/1VAUybhQ2a1/video/2000k_1080/hls/index.m3u8
淫慾女飛賊2005年,https://play.subokk.com/play/nel5Xv1a/index.m3u8
色鬼投胎1990年,https://yzzy.play-cdn14.com/20230712/29233_659ed0c2/2000k/hls/index.m3u8
玉蒲團Ⅱ之玉女心經1996年,https://yzzy.play-cdn7.com/20220624/430_db075b80/1000k/hls/index.m3u8
金瓶梅禁傳2004年,https://1080p.huyall.com/play/zbqjo97d/index.m3u8
借種32010年,https://ukzyll.ukubf6.com/20220717/2GCRPafn/2000kb/hls/index.m3u8?skipl=1
我為卿狂1991年,https://play.hhuus.com/play/5eVWr7Ba/index.m3u8
男與女（鍾楚紅版）1983年,https://play.hhuus.com/play/1aKz9mMe/index.m3u8
金瓶梅2008年,https://v8.qrssv.com/202310/09/6FnT1gEfrp1/video/2000k_1080/hls/index.m3u8
色獄女囚1990年,https://vip.ffzy-play8.com/20230325/1453_85761411/2000k/hls/mixed.m3u8
蜜桃成熟時1997年,https://vip1.lz-cdn1.com/20220328/616_97653182/1200k/hls/mixed.m3u8

香港奇案5：奸魔1997年,https://play.hhuus.com/play/RdGA7lya/index.m3u8
酋長的女兒1984年,https://yzzy.play-cdn14.com/20230626/27404_cba1b29f/index.m3u8
真奶洍功夫2013年,https://v8.qrssv.com/202310/06/iD5hdypCTH1/video/2000k_1080/hls/index.m3u8
新金瓶梅22008年,https://ukzyll.ukubf6.com/20220705/0asTz2rl/2000kb/hls/index.m3u8
極度強姦1998年,https://yzzy.play-cdn14.com/20230711/29152_bc1efe2c/2000k/hls/index.m3u8
鴨王2015年,https://yzzy.play-cdn6.com/20220622/224_5c359e5d/1000k/hls/index.m3u8
新官人我要1976年,https://cdn.wlcdn99.com:777/20220506/qGW0mJMO/index.m3u8
強姦陷阱1998年,https://ll.bdzybf11.com/20220301/SVCCVXUC/2000kb/hls/index.m3u8
3D豪情2014年,https://cdn.wlcdn99.com:777/20220526/dhTfWSuA/2000kb/hls/index.m3u8
香港奇案之強姦1976年,https://cdn.wlcdn99.com:777/V0ZAXs8n/index.m3u8
色慾城市之赤裸姐妹2004年,https://v8.qrssv.com/202310/12/CLH9QDBSpN1/video/2000k_1080/hls/index.m3u8
古本素女真經1985年,https://v8.qrssv.com/202310/09/1Zr4PzFAEa1/video/2000k_1080/hls/index.m3u8
青春年華齊叫春1988年,https://yzzy.play-cdn14.com/20230714/29473_25b9ce21/2000k/hls/index.m3u8
聊齋花弄月迷情禪宗2023年,https://bfikuncdn.com/20240424/WoTQlzWq/2000kb/hls/index.m3u8
3D肉蒲團之極樂寶鑑2011年,https://play.modujx15.com/20240819/ToKjH3az/2000kb/hls/index.m3u8
喜愛夜蒲32023年,https://yzzy.play-cdn6.com/20220623/728_8691f46e/1000k/hls/index.m3u8
妖女十八招1993年,https://ll.bdzybf11.com/20220216/0i3c6hhn/2000kb/hls/index.m3u8
赤裸天使1995年,https://cdn.wlcdn99.com:777/20220415/JPgePYZ4/index.m3u8
三級薔薇之戀1991年,https://vip.ffzy-play8.com/20221219/969_0073d32e/2000k/hls/mixed.m3u8
現代情慾篇之換妻檔案1993年,https://v8.qrssv.com/202310/16/4j17Meq1LR1/video/2000k_1080/hls/index.m3u8
滿清十大酷刑1994年,https://vip.ffzy-play8.com/20230421/1535_5a530b5f/2000k/hls/mixed.m3u8
瘋狂一夜情1995年,https://play.hhuus.com/play/pen77pEa/index.m3u8
慾火狂蜜1997年,https://yzzy.play-cdn7.com/20220629/1303_476b8d48/1000k/hls/index.m3u8
豐妖乳娘1992年,https://vip.ffzy-online1.com/20240904/54894_0eab014d/2000k/hls/mixed.m3u8
一代女皇艷史武則天1995年,https://ll.bdzybf11.com/20220216/zXS29VI8/2000kb/hls/index.m3u8
禁宮八大酷刑之極樂酷刑1,https://cdn.wlcdn99.com:777/20220526/TFmprrxQ/2000kb/hls/index.m3u8
貼身保鏢1992年1,https://v8.qrssv.com/202310/12/Nz3wJn5krm1/video/2000k_1080/hls/index.m3u8
滿清十大酷刑2之赤裸凌遲1998年,https://ukzyll.ukubf6.com/20220527/2DiUWANy/2000kb/hls/index.m3u8
警花肉搏強姦黨1993年,https://cdn.wlcdn99.com:777/20220526/ewgdLbXW/index.m3u8

豐妖乳娘1992年,https://vip.ffzy-online1.com/20240904/54894_0eab014d/2000k/hls/mixed.m3u8
情不自禁之想入非非1993年,https://yzzy.play-cdn7.com/20220811/10898_81e1d33f/1000k/hls/index.m3u8
赤裸羔羊2006年,https://cdn.wlcdn99.com:777/20220526/S3oIfjpr/index.m3u8
中港強暴狂奔1995年,https://yzzy.play-cdn14.com/20230713/29322_75d54f6b/2000k/hls/index.m3u8
一路向西2012年,https://cdn.wlcdn99.com:777/DArMoPQ0/index.m3u8
香港奇案之吸血貴利王1994年,https://yzzy.play-cdn14.com/20230709/28851_12faa511/2000k/hls/index.m3u8
終極強姦獸性誘惑2001年,https://ll.bdzybf11.com/20220223/AgxFhDwI/2000kb/hls/index.m3u8
制服的挑逗2003年,https://v8.qrssv.com/202309/14/vtjB3j7RW41/video/2000k_1080/hls/index.m3u8
淫狼心1994年,https://play.modujx15.com/20240826/s7xspBOi/2000kb/hls/index.m3u8
淫狼心1994年,https://yzzy.play-cdn14.com/20230719/29967_7edb997b/2000k/hls/index.m3u8
趕屍艷談1991年,https://cdn.wlcdn99.com:777/20220526/nTEsu2wn/index.m3u8
香港豪放女學生1991年,https://hd.ijycnd.com/play/QbY6DM0d/index.m3u8
燈草和尚之素女經2023年,https://yzzy.play-cdn8.com/20220725/10441_09d2bd57/1000k/hls/index.m3u8
偷情寶鑑：唐伯虎2002年,https://hd.ijycnd.com/play/xe7L1rOa/index.m3u8
玉蒲團之玉女心經1996年,https://hd.ijycnd.com/play/PdRok6Le/index.m3u8
孽戀1995年,https://hd.ijycnd.com/play/neg3njew/index.m3u8
打蛇1980年,https://cdn.wlcdn99.com:777/20220526/8BHjgw78/index.m3u8
飛鳳春宵1993年,https://cdn.wlcdn99.com:777/20220526/bFeFwtIZ/2000kb/hls/index.m3u8
青樓十二房1994年,https://yzzy.play-cdn7.com/20220701/2057_5582dfdc/1000k/hls/index.m3u8
香醇的誘惑1998年,https://play.hhuus.com/play/lej5nzzd/index.m3u8
三度誘惑1990年,https://play.hhuus.com/play/9b6GWBRd/index.m3u8
絕種賤男之愛在三級的日子2003年,https://cdn.wlcdn99.com:777/20220526/vm8wI3af/2000kb/hls/index.m3u8
足本玉蒲團1987年,https://yzzy.play-cdn9.com/20221004/2174_8de33069/1000k/hls/index.m3u8
淫獸1978年1,https://ll.bdzybf11.com/20220217/DOqW2NJ8/2000kb/hls/index.m3u8
淫獸1978年2,https://ll.bdzybf11.com/20220217/wgNN3Tid/2000kb/hls/index.m3u8
血戀1995年,https://v2.yzzy5-play.com/20220425/8074_64973dc0/1000k/hls/index.m3u8
淫種1984年1,https://v.cdnlz17.com/20231014/29626_13a79255/2000k/hls/mixed.m3u8
淫種1984年2,https://v.cdnlz17.com/20231014/29625_2f749aac/2000k/hls/mixed.m3u8
淫蛇2001年,https://ll.bdzybf11.com/20220304/SF004eET/2000kb/hls/index.m3u8
玉蒲團之陽物性教1999年,https://hd.ijycnd.com/play/Rb4OYn1a/index.m3u8
界刀淫魔1999年,https://hd.ijycnd.com/play/vbmwkn3e/index.m3u8
皇帝也風流（成人版）1996年,https://play.hhuus.com/play/qaQjOELb/index.m3u8
蜜桃成熟時1999年,https://ll.bdzybf11.com/20220216/M1GT5olq/2000kb/hls/index.m3u8
黑幫花剌1996年,https://vv.jisuzyv.com/play/7axB18ld/index.m3u8
三級七日情1992年,https://yzzy.play-cdn14.com/20230808/31141_86399da7/2000k/hls/index.m3u8

中國性戲大觀1997年,https://hd.ijycnd.com/play/QdJqWKyb/index.m3u8
聊齋金瓶梅1991年,https://ll.bdzybf11.com/20220223/YzFYKS6h/2000kb/hls/index.m3u8
強姦5:廣告誘惑,https://yzzy.play-cdn8.com/20220705/1309_014c6e5d/1000k/hls/index.m3u8
大宋艷情史之深宮情難禁1998年,https://ll.bdzybf11.com/20220305/I2yFy5fJ/2000kb/hls/index.m3u8
金瓶梅之鴛鴦戲床2000年,https://hd.ijycnd.com/play/7axGymle/index.m3u8
醬爆泡沫天國2005年,https://hd.ijycnd.com/play/zbqjEN2d/index.m3u8
屍蠱艷譚2023年,https://yzzy.play-cdn8.com/20220705/1312_6a914171/1000k/hls/index.m3u8
三分之一情人1993年,https://yzzy.play-cdn14.com/20230722/30211_ddca47ea/2000k/hls/index.m3u8
滅門慘案之借種2017年,https://1080p.huyall.com/play/neg5VoDb/index.m3u8
愛的精靈1993年,https://cdn.wlcdn99.com:777/20220526/DSvFcV6K/2000kb/hls/index.m3u8
新傾國傾城2005年,https://hd.ijycnd.com/play/vbmQEREb/index.m3u8
新紅樓夢8痴情色男2005年,https://ll.bdzybf11.com/20220220/gfzlrwfv/2000kb/hls/index.m3u8
紅唇滾滾1993年,https://vip.ffzy-play8.com/20240312/2300_69a49edc/2000k/hls/mixed.m3u8
官人我要1998年,https://hd.ijycnd.com/play/vbmw0ppe/index.m3u8
巨乳的疑惑1993年,https://hd.ijycnd.com/play/6dBgvmYe/index.m3u8
色慾怪談之魔姦淫者2000年,https://hd.ijycnd.com/play/neg51GZb/index.m3u8
絕色網吧2003年,https://vip.ffzy-online1.com/20240830/54782_5e344078/2000k/hls/mixed.m3u8
2008新金瓶梅2008年,https://ll.bdzybf11.com/20220217/5zGhgGiQ/2000kb/hls/index.m3u8
四大美人楊貴妃2005年,https://v8.qrssv.com/202310/12/zpkcFHwuh81/video/2000k_1080/hls/index.m3u8
剃刀情人1993年,https://hd.ijycnd.com/play/zbqYlxGb/index.m3u8
色降2萬里驅魔1998年,https://yzzy.play-cdn8.com/20220911/19275_18161f5e/1000k/hls/index.m3u8
色慾和尚1975年,https://play.hhuus.com/play/pen7R5pa/index.m3u8
藝壇風雨錄2005年,https://hd.ijycnd.com/play/zbqY88Rb/index.m3u8
偷試隔牆花1992年,https://yzzy.play-cdn14.com/20230712/29236_b0c93bb6/2000k/hls/index.m3u8
展昭艷史1992年1,https://hd.ijycnd.com/play/6dBWM2e7/index.m3u8
展昭艷史1992年2,https://hd.ijycnd.com/play/QdJon9eO/index.m3u8
展昭艷史1992年3,https://hd.ijycnd.com/play/0dNvrmdL/index.m3u8
展昭艷史1992年4,https://hd.ijycnd.com/play/QbYKJOez/index.m3u8
展昭艷史1992年5,https://hd.ijycnd.com/play/Le3Aq4b6/index.m3u8
心跳時刻1989年,https://vip.ffzy-play7.com/20230205/13399_4c76f7d4/2000k/hls/mixed.m3u8
四大美人之西施2006年,https://v8.qrssv.com/202310/12/kH0yRZ2F5H1/video/2000k_1080/hls/index.m3u8
色降II之血玫瑰1996年,https://hd.ijycnd.com/play/neg5Ng3b/index.m3u8
男與女19931993年,https://yzzy.play-cdn14.com/20230709/28850_8cfdbf62/2000k/hls/index.m3u8
金瓶風月1991年,https://cdn.wlcdn99.com:777/20220526/gLYA6zXL/index.m3u8
迷魂黨2023年,https://hd.ijycnd.com/play/QbY6OlAd/index.m3u8
強姦5廣告誘惑1995年,https://ll.bdzybf11.com/20220223/vfxBF4PQ/2000kb/hls/index.m3u8
淫亂三從四德1987年,https://v8.qrssv.com/202310/06/18UKztmDTi1/video/2000k_1080/hls/index.m3u8
金瓶梅II愛的奴隸2009年,https://cdn.wlcdn99.com:777/20220526/lHXN0Ytn/2000kb/hls/index.m3u8
慾火雄風龍鳳配1999年,https://ll.bdzybf11.com/20220219/U9MY98Lq/2000kb/hls/index.m3u8
狂情1983年,https://yzzy.play-cdn7.com/20220811/10887_42f24552/1000k/hls/index.m3u8
極度獸性1996年,https://cdn.wlcdn99.com:777/20220420/8Wv3BGQ6/2000kb/hls/index.m3u8
叢林快活女1988年,https://yzzy.play-cdn14.com/20230719/29965_798c5794/2000k/hls/index.m3u8
如果·性/ParlorPrince2000年,https://ll.bdzybf11.com/20220222/42vRHGTi/2000kb/hls/index.m3u8
赤裸狂花1994年,https://yzzy.play-cdn4.com/20220608/17647_07d6798d/index.m3u8
牛郎與妓女1998年,https://yzzy.play-cdn14.com/20230718/29873_1f4c615f/2000k/hls/index.m3u8
夜激情1989年,https://yzzy.play-cdn14.com/20230726/30599_7dd119b4/2000k/hls/index.m3u8
唐朝禁宮酷刑1993年,https://vip.ffzy-play8.com/20231123/2070_3903db89/2000k/hls/mixed.m3u8
深圳性奴2004年,https://ll.bdzybf11.com/20220222/8W4ocsDk/2000kb/hls/index.m3u8
好色妖姬楊貴妃1990年,https://hd.ijycnd.com/play/QdJm92bO/index.m3u8
色模2015年,https://hd.ijycnd.com/play/0dNxQnKa/index.m3u8
男界女界1997年,https://hd.ijycnd.com/play/7axGYNne/index.m3u8
性虐嬌娃1999年,https://hd.ijycnd.com/play/QbYvMWYd/index.m3u8
北投狼人1995年,https://cdn.wlcdn99.com:777/20220526/oPl9V29V/2000kb/hls/index.m3u8
性戲觀2003年,https://yzzy.play-cdn8.com/20220705/1314_5e25d2fb/1000k/hls/index.m3u8
禁春1993年,https://hd.ijycnd.com/play/Le3lg7Ma/index.m3u8
赤裸紅唇2000年,https://yzzy.play-cdn6.com/20220805/8735_62d5812d/1000k/hls/index.m3u8
終極強姦2:原始獸性2002年,https://yzzy.play-cdn9.com/20221004/2176_f5a2c546/1000k/hls/index.m3u8
鏡花風月之六西施淚1987年,https://v8.qrssv.com/202310/05/qJKyNzSdCU1/video/2000k_1080/hls/index.m3u8
擋不住的瘋情修復版1993年,https://v8.tlkqc.com/wjv8/202310/09/fy1E7vHYWx1/video/1000k_720/hls/index.m3u8
古惑仔之Fing頭妹1983年,https://hd.ijycnd.com/play/zbq3rrep/index.m3u8
齊天大性II之大破盤絲洞2003年,https://v8.tlkqc.com/wjv8/202310/10/swE3mnY9Ku1/video/1000k_720/hls/index.m3u8
我來自北京1992年,https://yzzy.play-cdn14.com/20230626/27406_1d0c23a3/2000k/hls/index.m3u8
公海強姦風暴1993年,https://play.modujx15.com/20240819/CE6TVCIm/2000kb/hls/index.m3u8
蜜桃成熟時-李麗珍版1993年,https://ll.bdzybf11.com/20220216/foZDbszK/2000kb/hls/index.m3u8
雛妓20152015年,https://hd.ijycnd.com/play/negq9kbw/index.m3u8
人間煉獄之淫間道2003年,https://ll.bdzybf11.com/20220304/hukapVFK/2000kb/hls/index.m3u8
夏日狂情1992年,https://vip.ffzy-play8.com/20221231/1064_a33e2ea9/2000k/hls/mixed.m3u8
康熙艷談1992年,https://yzzy.play-cdn9.com/20220927/4_0aa9747b/1000k/hls/index.m3u8
新金瓶梅國語2008年,https://ll.bdzybf11.com/20220217/5zGhgGiQ/2000kb/hls/index.m3u8
四大名妓之蘇小小2005年,https://play.hhuus.com/play/Le3N8Dpd/index.m3u8
聊齋艷譚1992年,https://yzzy.play-cdn10.com/20221019/1113_fca55a1a/1000k/hls/index.m3u8
西廂艷談1998年,https://hd.ijycnd.com/play/1aK6Z28e/index.m3u8
艳舞女郎,https://lsbbf1.com/20230920/JaDOrTiG/index.m3u8
偷窃狂人,https://jkunbf.com/20231103/glvIllEJ/index.m3u8
风骚女郎,https://vip6.3sybf.com/20210827/rPnbGMQy/index.m3u8
男界女界,https://ukzyll.ukubf6.com/20220717/Ce1QR8Hq/index.m3u8
好色特工,https://ukzyll.ukubf6.com/20220717/Ffwu5TER/index.m3u8
亚麻色之性,https://ukzyll.ukubf6.com/20220717/ohMk23Ld/index.m3u8
惊爆死亡线,  https://ukzyll.ukubf6.com/20220701/m7xxW1sI/index.m3u8
女足,https://mt99c2d3n.com/20220308/obcmumnr/index.m3u8
七仙女思春,https://ckzy1com.com/20230623/EExWo3QZ/index.m3u8
白马王子,https://ckzy1com.com/20230412/ZdjCZhez/index.m3u8
大家爽,https://ckzy1com.com/20230422/E6S0A3qy/index.m3u8
温女奇招,https://ckzy1com.com/20230423/FUBeELSr/index.m3u8
丫丫秘书,https://ckzy1com.com/20230407/njHBWXYd/index.m3u8
丁度,https://ckzy1com.com/20221218/NhlIE4ww/index.m3u8
淑女性冒险,https://ckzy1com.com/20221026/yxFS8duC/index.m3u8
满园春色752,https://ckzy1com.com/20230213/VkFliFY2/index.m3u8
肉林酒池753,https://ckzy1com.com/20230220/vPTCaOAZ/index.m3u8
恋女知情754,https://ckzy1com.com/20230220/mQGSV3nu/index.m3u8
粉红大白755,https://ckzy1com.com/20230219/SksTRzNp/index.m3u8
半爱半玩757,https://ckzy1com.com/20230413/fjmLgN3j/index.m3u8
变色的青春759,https://ckzy1com.com/20230416/Tf8UUlgK/index.m3u8
午夜狂情,https://ckzy1com.com/20230213/30w4s2Xx/index.m3u8
惊爆死亡线,  https://ukzyll.ukubf6.com/20220701/m7xxW1sI/index.m3u8
女足.https://mt99c2d3n.com/20220308/obcmumnr/index.m3u8
七仙女思春,https://ckzy1com.com/20230623/EExWo3QZ/index.m3u8
满园春色752,https://ckzy1com.com/20230213/VkFliFY2/index.m3u8
午夜狂情,https://ckzy1com.com/20230213/30w4s2Xx/index.m3u8
淫童https://v8.suonizyyouku.com/202310/06/H9L5zy1/video/index.m3u8
武则天,https://ckzy1com.com/20221217/r8OKLHTx/index.m3u8

金蠶降1991年,https://cdn.wlcdn99.com:777/20220526/5TEJtkbk/2000kb/hls/index.m3u8
馬殺雞2003年,https://hd.ijycnd.com/play/PdRgzYLe/index.m3u8
蜜桃成熟時3之蜜桃仙子1999年,https://vip.ffzy-play8.com/20221202/869_4f6fbbc1/2000k/hls/mixed.m3u8
新紅樓夢2淫亂春園2005年,https://ll.bdzybf11.com/20220220/N3FbgyP4/2000kb/hls/index.m3u8
還枝格格2023年1,https://cdn.wlcdn99.com:777/20220526/ZmLso49g/2000kb/hls/index.m3u8
還枝格格2023年2,https://bfikuncdn.com/20240425/USFdZHw7/2000kb/hls/index.m3u8
欲焰狂情1993年,https://yzzy.play-cdn14.com/20230724/30366_d742b48f/2000k/hls/index.m3u8
替天行道之殺兄2001年,https://yzzy.play-cdn6.com/20220805/8747_f0ece26d/1000k/hls/index.m3u8
灣仔強姦實錄1990年,https://ukzyll.ukubf6.com/20220528/N4089dt7/2000kb/hls/index.m3u8
蜜桃成熟時1993年,https://cdn.wlcdn99.com:777/eoDBLfPS/index.m3u8
義嫂春色1994年,https://hd.ijycnd.com/play/0dN91WKb/index.m3u8
她來自胡志明市1992年,https://yzzy.play-cdn6.com/20220805/8741_da7facbf/1000k/hls/index.m3u8
囡囡2021年,https://m3u8.hmrvideo.com/play/36da87528a574ebc9daf8bbed9a1953c.m3u8
記得香蕉成熟時1993年1,https://play.modujx15.com/20240824/rQqM3iOq/2000kb/hls/index.m3u8
星探2015年,https://vip.ffzy-play8.com/20221205/892_9edd50c1/2000k/hls/mixed.m3u8
聊齋艷譚6：玉女聊齋1998年,https://v8.qrssv.com/202310/10/9PN2VB66wu1/video/2000k_1080/hls/index.m3u8
女色狼1999年,https://yzzy.play-cdn14.com/20230805/30955_54165359/2000k/hls/index.m3u8
私人會所20172017年,https://bfikuncdn.com/20240424/Cd1GZK8O/2000kb/hls/index.m3u8
古惑仔之以淫為樂2007年,https://ll.bdzybf11.com/20220314/EtyfJMPT/2000kb/hls/index.m3u8
偷窺無罪2002年,https://vip.ffzy-play8.com/20221229/1054_b7b97100/2000k/hls/mixed.m3u8
風月寶鑑之淫亂英雄傳1999年,https://hd.ijycnd.com/play/zbqjrY3d/index.m3u8
絕種賤男之小男人小周記2024年,https://vip.ffzy-online1.com/20240910/55051_e81c666c/2000k/hls/mixed.m3u8
性愛韋小寶之玩女大王1993年,https://hd.ijycnd.com/play/7axGQN3e/index.m3u8
正牌韋小寶之奉旨溝女1993年,https://vip.ffzy-play7.com/20221112/3439_af5153a4/2000k/hls/mixed.m3u8
縱慾聊齋1995年,https://hd.ijycnd.com/play/Le32VGRd/index.m3u8
三十兒立2007年,https://v8.qrssv.com/202310/12/igHLkvDdL31/video/2000k_1080/hls/index.m3u8
太太的情人1992年,https://vv.jisuzyv.com/play/negDQqDa/index.m3u8
聊齋艷譚1：艷魔大戰1990年,https://hd.ijycnd.com/play/QdJZBgyd/index.m3u8
孽之恋,https://hd.ijycnd.com/play/QdJZLD2d/index.m3u8
心未泯國產源⑧,https://lbbf9.com/20191113/1Zdq30pq/index.m3u8
童心未泯國產源⑩,https://lbbf9.com/20191030/NViQtRx2/index.m3u8
香港三级23,https://lbbf9.com/20200521/qzExaFVB/index.m3u8
香港三级24,https://lbbf9.com/20200414/foB4dTFu/index.m3u8
香港三级25,https://lbbf9.com/20200414/dLUOZtRC/index.m3u8
香港三级26,https://lbbf9.com/20200521/Xqz2rxnM/index.m3u8
香港三级27,https://lbbf9.com/20200521/AK8sGWXK/index.m3u8
香港三级28,https://lbbf9.com/20200521/IMsAMz5x/index.m3u8

大陆1,https://vip4.ddyunbo.com/20210221/gS5t2jEz/index.m3u8?skipl=1
大陆2,https://vip4.ddyunbo.com/20210220/9CcKySuz/index.m3u8?skipl=1
大陆3,https://vip4.ddyunbo.com/20210220/U7alv33Q/index.m3u8?skipl=1
大陆4,https://vip4.ddyunbo.com/20210220/3QY6PgsR/index.m3u8?skipl=1
大陆8,https://vip4.ddyunbo.com/20210214/b0yQ4aJ6/index.m3u8?skipl=1
大陆9,https://vip4.ddyunbo.com/20210214/LlC17VnZ/index.m3u8?skipl=1
大陆10,https://vip4.ddyunbo.com/20210213/Sbi4AGZG/index.m3u8?skipl=1
大陆11,https://vip4.ddyunbo.com/20210213/diTSDK4M/index.m3u8?skipl=1
大陆12,https://vip4.ddyunbo.com/20210213/zOy4sbxK/index.m3u8?skipl=1
大陆14,https://vip4.ddyunbo.com/20210212/nhorQNaH/index.m3u8?skipl=1
大陆15,https://vip4.ddyunbo.com/20210212/rRG1tGhx/index.m3u8?skipl=1
大陆16,https://vip4.ddyunbo.com/20210211/RoPKoA9b/index.m3u8?skipl=1
大陆17,https://vip4.ddyunbo.com/20210211/pJ8AqyYi/index.m3u8?skipl=1
大陆18,https://vip4.ddyunbo.com/20210210/Mbxb1Kdf/index.m3u8?skipl=1
大陆19,https://vip4.ddyunbo.com/20210210/0iQpoB03/index.m3u8?skipl=1
大陆20,https://vip4.ddyunbo.com/20210207/IPDWwN8C/index.m3u8?skipl=1
大陆22,https://vip4.ddyunbo.com/20210207/yB8Wogqf/index.m3u8?skipl=1
大陆29,https://vip4.ddyunbo.com/20210224/SCE3aWBI/index.m3u8?skipl=1
大陆30,https://vip4.ddyunbo.com/20210224/N83y9zeO/index.m3u8?skipl=1
大陆31,https://dadi-bo.com/20181214/AiWZdPFj/index.m3u8?skipl=1
大陆32,https://dadi-bo.com/20181214/y84gsMnK/index.m3u8?skipl=1


午夜电台,#genre#
松视1,http://live.redtraffic.xyz:80/fetish.m3u8
松视2,http://live.redtraffic.xyz:80/bigdick.m3u8
松视3,https://2.ddyunbo.com/20190904/ZnGN7sEl/index.m3u8
粉红台,https://2.ddyunbo.com/20190908/qvYslaAx/index.m3u8
香蕉台,https://2.ddyunbo.com/20190908/ETghLd5D/index.m3u8
彩虹台,https://2.ddyunbo.com/20190908/nvueB1Az/index.m3u8
PLAY,https://2.ddyunbo.com/20190908/zSd2DI9R/index.m3u8
松视一台,https://2.ddyunbo.com/20190914/dSIYelxz/index.m3u8
彩虹e台,https://2.ddyunbo.com/20190914/vL0TDJOa/index.m3u8
极限台,https://2.ddyunbo.com/20190918/7mkn1AhN/index.m3u8
